County,City,Model Year,Maker,Model,EV Type,CAFV Eligibility,Electric Range,Electric Utility
Snohomish,Arlington,2018,TESLA,MODEL 3,BEV,Eligible,215,PSE INC
Snohomish,Woodway,2018,TESLA,MODEL 3,BEV,Eligible,215,PSE INC
Skagit,Bow,2018,TESLA,MODEL 3,BEV,Eligible,215,PSE INC
Spokane,Liberty Lake,2018,TESLA,MODEL 3,BEV,Eligible,215,AVISTA CORP
Skagit,Mount Vernon,2018,TESLA,MODEL 3,BEV,Eligible,215,PSE INC
Kittitas,Cle Elum,2018,TESLA,MODEL 3,BEV,Eligible,215,PSE INC
Walla Walla,Walla Walla,2018,TESLA,MODEL 3,BEV,Eligible,215,PACIFICORP
Skagit,Burlington,2018,TESLA,MODEL 3,BEV,Eligible,215,PSE INC
Snohomish,Brier,2018,TESLA,MODEL 3,BEV,Eligible,215,PSE INC
Whitman,Palouse,2018,TESLA,MODEL 3,BEV,Eligible,215,AVISTA CORP
Kittitas,Snoqualmie Pass,2018,TESLA,MODEL 3,BEV,Eligible,215,PSE INC
Asotin,Clarkston,2018,TESLA,MODEL 3,BEV,Eligible,215,AVISTA CORP
Spokane,Spokane Valley,2018,TESLA,MODEL 3,BEV,Eligible,215,AVISTA CORP
Stevens,Evans,2018,TESLA,MODEL 3,BEV,Eligible,215,AVISTA CORP
Skagit,Sedro-Woolley,2018,TESLA,MODEL 3,BEV,Eligible,215,PSE INC
Spokane,Cheney,2018,TESLA,MODEL 3,BEV,Eligible,215,AVISTA CORP
Spokane,Greenacres,2018,TESLA,MODEL 3,BEV,Eligible,215,AVISTA CORP
Kittitas,Ellensburg,2018,TESLA,MODEL 3,BEV,Eligible,215,PSE INC
Garfield,Pomeroy,2018,TESLA,MODEL 3,BEV,Eligible,215,PACIFICORP
Kittitas,Roslyn,2018,TESLA,MODEL 3,BEV,Eligible,215,PSE INC
Whitman,Pullman,2018,TESLA,MODEL 3,BEV,Eligible,215,AVISTA CORP
Kitsap,Keyport,2018,TESLA,MODEL 3,BEV,Eligible,215,PSE INC
Island,Langley,2018,TESLA,MODEL 3,BEV,Eligible,215,PSE INC
Kittitas,Ronald,2018,TESLA,MODEL 3,BEV,Eligible,215,PSE INC
Island,Freeland,2018,TESLA,MODEL 3,BEV,Eligible,215,PSE INC
Spokane,Newman Lake,2018,TESLA,MODEL 3,BEV,Eligible,215,AVISTA CORP
Spokane,Rockford,2018,TESLA,MODEL 3,BEV,Eligible,215,AVISTA CORP
Island,Greenbank,2018,TESLA,MODEL 3,BEV,Eligible,215,PSE INC
Thurston,Tenino,2018,TESLA,MODEL 3,BEV,Eligible,215,PSE INC
Island,Clinton,2018,TESLA,MODEL 3,BEV,Eligible,215,PSE INC
Whitman,Colfax,2018,TESLA,MODEL 3,BEV,Eligible,215,AVISTA CORP
Spokane,Otis Orchards,2018,TESLA,MODEL 3,BEV,Eligible,215,AVISTA CORP
Spokane,Veradale,2018,TESLA,MODEL 3,BEV,Eligible,215,AVISTA CORP
Skagit,Concrete,2018,TESLA,MODEL 3,BEV,Eligible,215,PSE INC
Snohomish,Sultan,2018,TESLA,MODEL 3,BEV,Eligible,215,PSE INC
Skagit,La Conner,2018,TESLA,MODEL 3,BEV,Eligible,215,PSE INC
Kitsap,Olalla,2018,TESLA,MODEL 3,BEV,Eligible,215,PSE INC
Whitman,Rosalia,2018,TESLA,MODEL 3,BEV,Eligible,215,AVISTA CORP
Spokane,Fairchild Air Force Base,2018,TESLA,MODEL 3,BEV,Eligible,215,AVISTA CORP
Thurston,Olympia,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Kitsap,Bainbridge Island,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Snohomish,Bothell,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Snohomish,Mukilteo,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Kitsap,Bremerton,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Kitsap,Port Orchard,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Snohomish,Marysville,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Snohomish,Mill Creek,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Kitsap,Poulsbo,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Snohomish,Lynnwood,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Snohomish,Snohomish,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Thurston,Yelm,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Snohomish,Monroe,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Snohomish,Everett,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Kitsap,Kingston,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Thurston,Lacey,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Snohomish,Mountlake Terrace,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Spokane,Newman Lake,2018,TESLA,MODEL S,BEV,Eligible,249,AVISTA CORP
Spokane,Spokane,2018,TESLA,MODEL S,BEV,Eligible,249,AVISTA CORP
Island,Clinton,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Snohomish,Lake Stevens,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Yakima,Selah,2018,TESLA,MODEL S,BEV,Eligible,249,PACIFICORP
Adams,Othello,2018,TESLA,MODEL S,BEV,Eligible,249,AVISTA CORP
Spokane,Liberty Lake,2018,TESLA,MODEL S,BEV,Eligible,249,AVISTA CORP
Snohomish,Edmonds,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Thurston,Tumwater,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Skagit,Anacortes,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Kitsap,Indianola,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Kitsap,Silverdale,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Island,Oak Harbor,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Snohomish,Brier,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Columbia,Dayton,2018,TESLA,MODEL S,BEV,Eligible,249,PACIFICORP
Snohomish,Stanwood,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Snohomish,Woodway,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Skagit,Mount Vernon,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Walla Walla,Walla Walla,2018,TESLA,MODEL S,BEV,Eligible,249,PACIFICORP
Skagit,Sedro-Woolley,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Island,Coupeville,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Stevens,Valley,2018,TESLA,MODEL S,BEV,Eligible,249,AVISTA CORP
Island,Langley,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Spokane,Mead,2018,TESLA,MODEL S,BEV,Eligible,249,AVISTA CORP
Kittitas,Ellensburg,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Snohomish,Woodinville,2018,TESLA,MODEL S,BEV,Eligible,249,PSE INC
Yakima,Yakima,2018,TESLA,MODEL X,BEV,Eligible,238,PACIFICORP
Snohomish,Mill Creek,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Kitsap,Port Orchard,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Snohomish,Woodway,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Thurston,Olympia,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Snohomish,Everett,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Kitsap,Seabeck,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Snohomish,Bothell,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Thurston,Tenino,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Kitsap,Bainbridge Island,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Snohomish,Lynnwood,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Island,Oak Harbor,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Kitsap,Poulsbo,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Snohomish,Brier,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Kitsap,Bremerton,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Snohomish,Snohomish,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Snohomish,Edmonds,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Snohomish,Marysville,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Snohomish,Mukilteo,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Kitsap,Kingston,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Skagit,Mount Vernon,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Snohomish,Arlington,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Snohomish,Sultan,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Kitsap,Indianola,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Spokane,Spokane,2018,TESLA,MODEL X,BEV,Eligible,238,AVISTA CORP
Walla Walla,Walla Walla,2018,TESLA,MODEL X,BEV,Eligible,238,PACIFICORP
Kitsap,Silverdale,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Whitman,Pullman,2018,TESLA,MODEL X,BEV,Eligible,238,AVISTA CORP
Island,Coupeville,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Snohomish,Monroe,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Island,Freeland,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Spokane,Liberty Lake,2018,TESLA,MODEL X,BEV,Eligible,238,AVISTA CORP
Asotin,Clarkston,2018,TESLA,MODEL X,BEV,Eligible,238,AVISTA CORP
Snohomish,Mountlake Terrace,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Skagit,La Conner,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Skagit,Anacortes,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Kittitas,Ronald,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Kittitas,Cle Elum,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Snohomish,Lake Stevens,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Island,Langley,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Yakima,Zillah,2018,TESLA,MODEL X,BEV,Eligible,238,PACIFICORP
Whitman,Colfax,2018,TESLA,MODEL X,BEV,Eligible,238,AVISTA CORP
Island,Clinton,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Skagit,Bow,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Thurston,Tumwater,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Skagit,Burlington,2018,TESLA,MODEL X,BEV,Eligible,238,PSE INC
Yakima,Yakima,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PACIFICORP
Kitsap,Bremerton,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Thurston,Olympia,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Kitsap,Port Orchard,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Snohomish,Lake Stevens,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Yakima,Selah,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PACIFICORP
Snohomish,Snohomish,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Kitsap,Bainbridge Island,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Island,Oak Harbor,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Thurston,Rainier,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Kitsap,Silverdale,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Kitsap,Poulsbo,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Snohomish,Bothell,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Thurston,Lacey,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Snohomish,Marysville,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Kitsap,Suquamish,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Kitsap,Hansville,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Kitsap,Olalla,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Snohomish,Mountlake Terrace,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Spokane,Cheney,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,AVISTA CORP
Snohomish,Monroe,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Skagit,Anacortes,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Snohomish,Edmonds,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Skagit,Sedro-Woolley,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Snohomish,Everett,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Spokane,Liberty Lake,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,AVISTA CORP
Whitman,Garfield,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,AVISTA CORP
Snohomish,Mukilteo,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Walla Walla,Walla Walla,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PACIFICORP
Skagit,La Conner,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Snohomish,Arlington,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Snohomish,Mill Creek,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Snohomish,Stanwood,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Asotin,Clarkston,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,AVISTA CORP
Thurston,Yelm,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Island,Coupeville,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Snohomish,Lynnwood,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Thurston,Tumwater,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Skagit,Mount Vernon,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Yakima,Toppenish,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PACIFICORP
Kitsap,Kingston,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Skagit,Concrete,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Stevens,Colville,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,AVISTA CORP
Stevens,Loon Lake,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,AVISTA CORP
Island,Langley,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Lincoln,Davenport,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,AVISTA CORP
Whitman,Palouse,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,AVISTA CORP
Island,Freeland,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,PSE INC
Whitman,Colfax,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,AVISTA CORP
Spokane,Spokane,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,AVISTA CORP
Whitman,Pullman,2018,TOYOTA,PRIUS PRIME,PHEV,Not eligible,25,AVISTA CORP
Kitsap,Bainbridge Island,2018,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Thurston,Olympia,2018,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Snohomish,Mill Creek,2018,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Snohomish,Edmonds,2018,VOLKSWAGEN,E-GOLF,BEV,Eligible,125,PSE INC
Snohomish,Mountlake Terrace,2018,VOLVO,S90,PHEV,Not eligible,21,PSE INC
Snohomish,Mukilteo,2018,VOLVO,S90,PHEV,Not eligible,21,PSE INC
Snohomish,Mill Creek,2018,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Kitsap,Bainbridge Island,2018,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Snohomish,Edmonds,2018,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Thurston,Olympia,2018,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Kitsap,Bremerton,2018,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Skagit,Burlington,2018,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Kitsap,Seabeck,2018,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Kitsap,Port Orchard,2018,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Spokane,Greenacres,2018,VOLVO,XC60,PHEV,Not eligible,17,AVISTA CORP
Spokane,Liberty Lake,2018,VOLVO,XC60,PHEV,Not eligible,17,AVISTA CORP
Snohomish,Lake Stevens,2018,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Island,Oak Harbor,2018,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Skagit,Anacortes,2018,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Snohomish,Lynnwood,2018,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Yakima,Yakima,2018,VOLVO,XC60,PHEV,Not eligible,17,PACIFICORP
Island,Langley,2018,VOLVO,XC60,PHEV,Not eligible,17,PSE INC
Kitsap,Bainbridge Island,2018,VOLVO,XC90,PHEV,Not eligible,19,PSE INC
Kitsap,Kingston,2018,VOLVO,XC90,PHEV,Not eligible,19,PSE INC
Thurston,Olympia,2018,VOLVO,XC90,PHEV,Not eligible,19,PSE INC
Snohomish,Mill Creek,2018,VOLVO,XC90,PHEV,Not eligible,19,PSE INC
Snohomish,Lake Stevens,2018,VOLVO,XC90,PHEV,Not eligible,19,PSE INC
Spokane,Spokane,2018,VOLVO,XC90,PHEV,Not eligible,19,AVISTA CORP
Skagit,Mount Vernon,2018,VOLVO,XC90,PHEV,Not eligible,19,PSE INC
Snohomish,Snohomish,2018,VOLVO,XC90,PHEV,Not eligible,19,PSE INC
Snohomish,Brier,2018,VOLVO,XC90,PHEV,Not eligible,19,PSE INC
Kitsap,Port Orchard,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Snohomish,Bothell,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Snohomish,Brier,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Thurston,Olympia,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Kitsap,Kingston,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Kitsap,Bainbridge Island,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Kitsap,Silverdale,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Kitsap,Bremerton,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Snohomish,Lynnwood,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Spokane,Medical Lake,2019,AUDI,E-TRON,BEV,Eligible,204,AVISTA CORP
Snohomish,Mukilteo,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Snohomish,Lake Stevens,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Snohomish,Woodway,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Spokane,Spokane,2019,AUDI,E-TRON,BEV,Eligible,204,AVISTA CORP
Snohomish,Snohomish,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Skagit,Bow,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Snohomish,Monroe,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Spokane,Spokane Valley,2019,AUDI,E-TRON,BEV,Eligible,204,AVISTA CORP
Snohomish,Edmonds,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Skagit,Mount Vernon,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Skagit,La Conner,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Spokane,Mead,2019,AUDI,E-TRON,BEV,Eligible,204,AVISTA CORP
Island,Greenbank,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Thurston,Tumwater,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Island,Freeland,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Skagit,Anacortes,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Snohomish,Mill Creek,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Snohomish,Everett,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Kitsap,Poulsbo,2019,AUDI,E-TRON,BEV,Eligible,204,PSE INC
Kitsap,Bainbridge Island,2019,BMW,530E,PHEV,Not eligible,16,PSE INC
Snohomish,Bothell,2019,BMW,530E,PHEV,Not eligible,16,PSE INC
Snohomish,Mukilteo,2019,BMW,530E,PHEV,Not eligible,15,PSE INC
Snohomish,Lynnwood,2019,BMW,530E,PHEV,Not eligible,15,PSE INC
Snohomish,Mill Creek,2019,BMW,530E,PHEV,Not eligible,15,PSE INC
Snohomish,Snohomish,2019,BMW,530E,PHEV,Not eligible,16,PSE INC
Thurston,Olympia,2019,BMW,530E,PHEV,Not eligible,15,PSE INC
Skagit,Bow,2019,BMW,530E,PHEV,Not eligible,15,PSE INC
Snohomish,Lake Stevens,2019,BMW,I3,BEV,Eligible,153,PSE INC
Thurston,Yelm,2019,BMW,I3,PHEV,Eligible,126,PSE INC
Kitsap,Bainbridge Island,2019,BMW,I3,PHEV,Eligible,126,PSE INC
Kitsap,Port Orchard,2019,BMW,I3,PHEV,Eligible,126,PSE INC
Snohomish,Mukilteo,2019,BMW,I3,PHEV,Eligible,126,PSE INC
Thurston,Lacey,2019,BMW,I3,PHEV,Eligible,126,PSE INC
Kitsap,Indianola,2019,BMW,I3,BEV,Eligible,153,PSE INC
Kitsap,Bainbridge Island,2019,BMW,I3,BEV,Eligible,153,PSE INC
Snohomish,Everett,2019,BMW,I3,PHEV,Eligible,126,PSE INC
Kitsap,Poulsbo,2019,BMW,I3,PHEV,Eligible,126,PSE INC
Skagit,Anacortes,2019,BMW,I3,PHEV,Eligible,126,PSE INC
Spokane,Spokane Valley,2019,BMW,I3,PHEV,Eligible,126,AVISTA CORP
Whitman,Pullman,2019,BMW,I3,PHEV,Eligible,126,AVISTA CORP
Snohomish,Everett,2019,BMW,I3,BEV,Eligible,153,PSE INC
Snohomish,Bothell,2019,BMW,I3,BEV,Eligible,153,PSE INC
Kitsap,Bremerton,2019,BMW,I3,PHEV,Eligible,126,PSE INC
Snohomish,Edmonds,2019,BMW,I3,PHEV,Eligible,126,PSE INC
Island,Langley,2019,BMW,I3,PHEV,Eligible,126,PSE INC
Snohomish,Lynnwood,2019,BMW,I3,PHEV,Eligible,126,PSE INC
Spokane,Spokane,2019,BMW,I3,PHEV,Eligible,126,AVISTA CORP
Thurston,Olympia,2019,BMW,I3,BEV,Eligible,153,PSE INC
Snohomish,Marysville,2019,BMW,I3,PHEV,Eligible,126,PSE INC
Thurston,Olympia,2019,BMW,I8,PHEV,Not eligible,17,PSE INC
Snohomish,Mukilteo,2019,BMW,I8,PHEV,Not eligible,17,PSE INC
Spokane,Spokane Valley,2019,BMW,I8,PHEV,Not eligible,17,AVISTA CORP
Snohomish,Bothell,2019,BMW,I8,PHEV,Not eligible,18,PSE INC
Walla Walla,Walla Walla,2019,BMW,I8,PHEV,Not eligible,17,PACIFICORP
Kitsap,Port Orchard,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Kitsap,Bainbridge Island,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Thurston,Rainier,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Snohomish,Lake Stevens,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Yakima,Selah,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PACIFICORP
Kitsap,Bremerton,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Thurston,Olympia,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Snohomish,Bothell,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Thurston,Lacey,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Yakima,Yakima,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PACIFICORP
Thurston,Yelm,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Island,Langley,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Snohomish,Snohomish,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Snohomish,Marysville,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Kitsap,Kingston,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Kitsap,Hansville,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Kitsap,Poulsbo,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Whitman,Pullman,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,AVISTA CORP
Skagit,Sedro Woolley,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Skagit,Mount Vernon,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Kitsap,Silverdale,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Skagit,Bow,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Snohomish,Everett,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Thurston,Tumwater,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Snohomish,Monroe,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Skagit,Anacortes,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Spokane,Cheney,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,AVISTA CORP
Snohomish,Mukilteo,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Spokane,Spokane,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,AVISTA CORP
Skagit,Burlington,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Thurston,Tenino,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Island,Coupeville,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Snohomish,Lynnwood,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Kittitas,Roslyn,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
Stevens,Rice,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,AVISTA CORP
Whitman,Palouse,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,AVISTA CORP
Island,Oak Harbor,2019,CHEVROLET,BOLT EV,BEV,Eligible,238,PSE INC
